Survey ID,Survey status,Invitation date,Responsedate,Last page seen,Survey Distribution Version,Survey Experience Score,Reason for Survey Experience,Comment
505718,COMPLETED,44102.80208,44103.33784,Page 10,A,3,Other (Please specify),Don't know that anyone will actually pay attention to this.
512359,COMPLETED,44102.79167,44103.34198,Page 7,B,5,Other (Please specify),"I liked the fact that some questions needed to be explored more that just an ""I agree"" and RBC was curious to know why. I feel these expanded responses more accurate"
511951,COMPLETED,44102.8125,44103.34744,Page 7,B,5,Other (Please specify),providing additional comments is great.
515653,COMPLETED,44102.8125,44103.33549,Page 7,B,5,Other (Please specify),"Sondage avec espace pour commentaire et choix de réponse, clair, facille, pas trop long. Permet de nous exprimer et partager."
518244,COMPLETED,44102.82292,44103.3286,Page 10,A,4,Other (Please specify),asking real questions that affect me
515459,COMPLETED,44102.82292,44103.32644,Page 7,B,1,Other (Please specify),Feels like you're passing the responsibility of identifying concerns and their solutions on to the employees.  Free text is easier to identify who answered which quesitons and removes the annonymity.
514489,COMPLETED,44102.80208,44103.32669,Page 10,A,2,Other (Please specify),The survey generated an error after  I spend a 3-5 minutes typing other feedback resulting in me having to start over and loosing interesting in retyping all that i had intent to share.
513538,COMPLETED,44102.79167,44103.33193,Page 7,B,5,Other (Please specify),All of the above
507107,COMPLETED,44102.82292,44103.32653,Page 7,B,3,Other (Please specify),too much of me writing to answer promts - which I don't like
522881,COMPLETED,44102.8125,44103.32895,Page 10,A,1,Other (Please specify),"I am very hesitant providing text responses as it compromises confidentiality despite the assurances provided.  More direct and thorough responses can be achieved through the open-ended responses; however, the confidentiality needs to be better addressed."
522722,COMPLETED,44102.8125,44103.33182,Page 10,A,5,Other (Please specify),"Clarity, easy and not too long of a survey together with adding comments is a good idea!!"
521905,COMPLETED,44102.79167,44103.33494,Page 10,A,4,Other (Please specify),Free format answers allowed me to clarify my thoughts on some of the questions.
520833,COMPLETED,44102.80208,44103.33649,Page 7,B,5,Other (Please specify),In stead of simple YES/No or Agree/Disagree it gave a opportunity to explain.
503028,COMPLETED,44102.82292,44103.33006,Page 10,A,5,Other (Please specify),To provide honest feedback.
507539,COMPLETED,44102.79167,44103.3295,Page 10,A,3,Other (Please specify),"Not as detailed as I expected, which helps gauge our thoughts and opinions."
521546,COMPLETED,44102.80208,44103.32575,Page 10,A,4,Other (Please specify),the question about picking a topic. i had nothing to choose or say really.
520865,COMPLETED,44102.8125,44103.32041,Page 10,A,5,Other (Please specify),"rapide, efficace et simple"
519236,COMPLETED,44102.79167,44103.32164,Page 7,B,5,Other (Please specify),plus d'endroits pour exprimer notre opinion
519208,COMPLETED,44102.8125,44103.31906,Page 7,B,5,Other (Please specify),Communicate my opinion and thoughts to RBC
519086,COMPLETED,44102.79167,44103.32391,Page 7,B,5,Other (Please specify),"longueur, simplicité, la réflexion que ca nous pousse a avoir et clarté des questions !"
511955,COMPLETED,44102.80208,44103.32359,Page 7,B,4,Other (Please specify),Ability to enter text responses rather than 100% multiple choice.
511847,COMPLETED,44102.82292,44103.31568,Page 7,B,3,Other (Please specify),There were a number of interesting topics to choose from at the beginning but it was not made clear that you would only have the opportunity to provide input on one of this topics as part of the survey.
511188,COMPLETED,44102.82292,44103.32318,Page 7,B,3,Other (Please specify),to privide input
513733,COMPLETED,44102.8125,44103.32594,Page 10,A,4,Other (Please specify),There was some ability to explain personal interpretation of the questions.
516924,COMPLETED,44102.82292,44103.32581,Page 7,B,4,Other (Please specify),Be able to add own comment instead of only multiple choices.
515203,COMPLETED,44102.82292,44103.30797,Page 10,A,5,Other (Please specify),I like the opportunity to add comments / written responses to your follow up questions
515132,COMPLETED,44102.79167,44103.30876,Page 7,B,3,Other (Please specify),not much is done about the issues that are brought up
513215,COMPLETED,44102.79167,44103.31078,Page 10,A,4,Other (Please specify),Being able to share how our feelings in our own words.
508301,COMPLETED,44102.83333,44103.31088,Page 7,B,5,Other (Please specify),Thoughprovoking questions that require a detailed answer
516553,COMPLETED,44102.8125,44103.30557,Page 7,B,3,Other (Please specify),I was expecting questions about my manager and leaders.
521123,COMPLETED,44102.79167,44103.31285,Page 10,A,5,Other (Please specify),Open ended questions
520958,COMPLETED,44102.79167,44103.30844,Page 10,A,5,Other (Please specify),"Answer is ""clarity of questions"", but I would also like to better understand the confidentiality of this and whether or not direct management would be privy to unfiltered responses."
506855,COMPLETED,44102.8125,44103.30902,Page 7,B,4,Other (Please specify),Open ended questions. Not only to what you think you should be measuring but geared towards what others may actually have to say.
503876,COMPLETED,44102.8125,44103.30708,Page 7,B,3,Other (Please specify),If English is not your first lengauge it may be challenging to put your words correctly on paper.
512650,COMPLETED,44102.82292,44103.31241,Page 7,B,2,Other (Please specify),I do not like this new format with the open ended questions as the responses are shared exactly as they are written and this means that you can be identified based on your writing style.  This also means that responses will be carefully measured and not complete.
521833,COMPLETED,44102.80208,44103.31288,Page 10,A,3,Other (Please specify),"Quite a few surveys, little observable change."
518036,COMPLETED,44102.79167,44103.30427,Page 7,B,5,Other (Please specify),Ability to give a bit more details than the multiple choice question.
521093,COMPLETED,44102.82292,44103.29859,Page 10,A,4,Other (Please specify),I like the ability to provide real examples.  Free form text provides context to some answers.
522703,COMPLETED,44102.8125,44103.30338,Page 7,B,4,Other (Please specify),being able to answer honestly.
521350,COMPLETED,44102.82292,44103.29914,Page 7,B,5,Other (Please specify),"I submitted several comments under - anything else to share, and received an error message, and reloaded and the comments disappeared. Not sure if they are included. otherwise GREAT survey, and enjoyed the flexibility to respond to what matters most to me /and free texts"
514336,COMPLETED,44102.8125,44103.29774,Page 10,A,2,Other (Please specify),The survey asks mostly irrelevant questions to the challenges of 2020 and does not ask my opinion on relevant topics.
513963,COMPLETED,44102.82292,44103.30223,Page 10,A,2,Other (Please specify),Odd format
513263,COMPLETED,44102.82292,44103.30169,Page 10,A,5,Other (Please specify),Written section available to voice specific concerns.
512667,COMPLETED,44102.83333,44103.29721,Page 7,B,4,Other (Please specify),"It felt simple, albeit some aspects (ex: required verbatim) are something to get use to."
518028,COMPLETED,44102.80208,44103.30005,Page 7,B,2,Other (Please specify),Not enough feedback requested; too short
516985,COMPLETED,44102.80208,44103.30367,Page 7,B,5,Other (Please specify),I wanted to share my opinion
511815,COMPLETED,44102.8125,44103.30155,Page 10,A,5,Other (Please specify),Clarity + Ease +  lenght of the survey
511564,COMPLETED,44102.8125,44103.29493,Page 7,B,4,Other (Please specify),La possibilité de développer en quelques lignes mes réponses et de pouvoir parler de certains sujets importants à mes yeux concernant les salariés et l'avenir de RBC Paris
511085,COMPLETED,44102.80208,44103.29679,Page 7,B,4,Other (Please specify),"The free text is nice to be able to share thoughts, but it does make completing the survey a little more involved."
504833,COMPLETED,44102.83333,44103.29382,Page 10,A,4,Other (Please specify),Management needs to know who people are feeling
504176,COMPLETED,44102.8125,44103.29919,Page 10,A,5,Other (Please specify),"Length of sucery, Ease of completing the survery, clarity of the questions and spots to share our openion."
515904,COMPLETED,44102.8125,44103.2919,Page 7,B,4,Other (Please specify),la facon que la premiere question est pose a necessite de relire plusieurs fois pour comprendre
515886,COMPLETED,44102.80208,44103.28677,Page 7,B,3,Other (Please specify),"I guess it is great for some people that comments can be written in the free text boxes but, I hope that the personal choice of either doing it or not doesn’t change anything in the overall survey results for the reporting officer."
515438,COMPLETED,44102.79167,44103.29219,Page 10,A,5,Other (Please specify),able to see improvements
517693,COMPLETED,44102.79167,44103.28762,Page 10,A,5,Other (Please specify),Possibilité d'exprimer son opinion à l'aide de réponse qualitatives détaillées.
519556,COMPLETED,44102.79167,44103.28286,Page 10,A,3,Other (Please specify),it's a survey.  don't really think in terms of experience.
522257,COMPLETED,44102.80208,44103.28913,Page 7,B,2,Other (Please specify),"There were not enough ""agree to disagree"" line items that gave us the opportunity, especially as a more junior member of the team, to share our opinion on our leaders, team leads, etc. While I acknowledge leaving open ended questions provides us with the opportunity to share those feelings, it is sometimes difficult to openly discuss feelings towards more senior members of the group. Open ended questions are best used for other concepts such as WFH, processes, etc."
509315,COMPLETED,44102.82292,44103.28956,Page 7,B,5,Other (Please specify),All of the above
507232,COMPLETED,44102.82292,44103.28584,Page 7,B,4,Other (Please specify),"The ability to actually write your own answers instead of picking a multiple choice answer that fits the best, but doesn't really apply.  This is our true voice; our chance to speak our own words, and I appreciate the opportunity."
512154,COMPLETED,44102.79167,44103.29304,Page 10,A,3,Other (Please specify),This survey does not serve the best interest of myself or my fellow employees.
511809,COMPLETED,44102.8125,44103.28492,Page 7,B,2,Other (Please specify),"Surevy kept crashing, it took me  4 to 5 attempts to completed, not a very lean process"
510925,COMPLETED,44102.82292,44103.28895,Page 7,B,4,Other (Please specify),Being able to highlight the gaps in our sysytem
504894,COMPLETED,44102.8125,44103.28541,Page 7,B,3,Other (Please specify),Random questions do not make for a consistent narrative; make the overall point and survey results unclear.
504574,COMPLETED,44102.82292,44103.28442,Page 7,B,4,Other (Please specify),specipic opnion to share
503648,COMPLETED,44102.8125,44103.28971,Page 7,B,4,Other (Please specify),"I found it a bit confusing, having to make a selection at the beginning. And so much free text made it feel a bit cumbersome."
503404,COMPLETED,44102.83333,44103.2865,Page 10,A,5,Other (Please specify),I appreciate being able to articulate my thoughts in my own words rather than selecting the closest pre-determined option.
503297,COMPLETED,44102.80208,44103.29289,Page 7,B,5,Other (Please specify),i am able to express myself
521782,COMPLETED,44102.79167,44103.27933,Page 7,B,4,Other (Please specify),"Nous trouvons qu'il n'est pas assez détaillé et que certain question ne sont pas très claire. Par contre, nous apprécions pouvoir nous exprimer en écrivant nos réponses"
511899,COMPLETED,44102.80208,44103.27219,Page 10,A,3,Other (Please specify),Standard suvery
518500,COMPLETED,44102.80208,44103.27417,Page 7,B,5,Other (Please specify),"RBC consider employess's feelings, rbc will do better after knowing our voice"
512838,COMPLETED,44102.8125,44103.27756,Page 10,A,5,Other (Please specify),"Le sondage, permet de donner une opinion sincère et de l'expliquer au besoin."
511526,COMPLETED,44102.79167,44103.27858,Page 7,B,3,Other (Please specify),"The questions were too vague, therefore the answers may not reflect the message that has to be relayed"
513404,COMPLETED,44102.82292,44103.27292,Page 7,B,4,Other (Please specify),J'aime bien quand on touche plusieurs sujets. Pas assez de sujet pour un sondage employés annuels selon moi.
507026,COMPLETED,44102.8125,44103.27527,Page 10,A,5,Other (Please specify),Émettre des commentaires et suggestions
516142,COMPLETED,44102.82292,44103.27981,Page 10,A,5,Other (Please specify),The text areas encouraged a written response which made it more personal.
515991,COMPLETED,44102.82292,44103.274,Page 10,A,5,Other (Please specify),The reality is that life is not just a bunch of yes or no and multiple choices. It was good to be able to elaborate my thoughts and to write meaningful suggestions.
515257,COMPLETED,44102.82292,44103.2794,Page 7,B,3,Other (Please specify),how effective this survey?
503589,COMPLETED,44102.82292,44103.27641,Page 10,A,3,Other (Please specify),je n'aime pas répondre à des sondages
516250,COMPLETED,44102.8125,44103.26251,Page 7,B,5,Other (Please specify),"The Option to give more comments throughout the entire Survey, not only the end."
514834,COMPLETED,44102.82292,44103.26981,Page 10,A,3,Other (Please specify),Seems similar to all other employee surveys.
518979,COMPLETED,44102.79167,44103.26495,Page 7,B,4,Other (Please specify),"Avec l'erreur sur la question de précision qui ne m'avait pas été posé, c'est pas encore à point, mais pour le reste c'est beaucoup mieux."
518820,COMPLETED,44102.82292,44103.26242,Page 10,A,4,Other (Please specify),I like being asked my opinion.  It makes me feel valued by RBC when asked for honest feedback.
518777,COMPLETED,44102.8125,44103.26488,Page 7,B,3,Other (Please specify),I am not sure if it makes a difference or not
512953,COMPLETED,44102.8125,44103.26909,Page 7,B,5,Other (Please specify),possibilité de répondre au sondage sur des sujets qui comptent vraiment pour moi
511888,COMPLETED,44102.82292,44103.26086,Page 10,A,2,Other (Please specify),I felt the questions did not dig deep into understanding the employee experience and may not provide deep insights.
505771,COMPLETED,44102.83333,44103.26174,Page 7,B,4,Other (Please specify),It took more thinking to provide details on the reasons for the answers.
507665,COMPLETED,44102.79167,44103.26769,Page 10,A,3,Other (Please specify),I do not have an opinion on that.
508726,COMPLETED,44102.82292,44103.26502,Page 10,A,3,Other (Please specify),.
508238,COMPLETED,44102.80208,44103.26816,Page 10,A,4,Other (Please specify),"The questions asked are relevant. Survey allowed for free-form comments, whereas many poorer surveys do not."
507660,COMPLETED,44102.79167,44103.26781,Page 10,A,5,Other (Please specify),"Clear, simple, not lenghty and straight to the point."
522314,COMPLETED,44102.8125,44103.2617,Page 7,B,5,Other (Please specify),"The amount of open-ended questions, allowing me to feel as though you're seeking to listen."
521824,COMPLETED,44102.8125,44103.2712,Page 7,B,5,Other (Please specify),I wanted to complete the survery regardless the length and provide my opinion. The survey was well done.
516493,COMPLETED,44102.8125,44103.25183,Page 10,A,3,Other (Please specify),I do not feel comfortable sharing experiences and do not belive the survey is anonymous.
515449,COMPLETED,44102.8125,44103.2551,Page 7,B,2,Other (Please specify),The fact that I was reflecting on my negative experience and that I don't think anything positive will be done with my feedback.
514772,COMPLETED,44102.82292,44103.25698,Page 7,B,3,Other (Please specify),Very open ended and leaves a lot to interpretation which I view as both a pro and con.
514585,COMPLETED,44102.79167,44103.25762,Page 10,A,3,Other (Please specify),explaining the rationale requires careful thought and reflection but is a better approach to obtain more detailed feedback I suspect
514314,COMPLETED,44102.79167,44103.25413,Page 10,A,4,Other (Please specify),only through constructive feedback will things change - there was no ill intent in my answers :)
514243,COMPLETED,44102.82292,44103.25468,Page 7,B,5,Other (Please specify),I liked that there were more questions this year that required a written answer and expanding on why we selected a certain response
514232,COMPLETED,44102.82292,44103.25663,Page 10,A,5,Other (Please specify),toutes ces reponses sont bonnes
504645,COMPLETED,44102.82292,44103.25453,Page 7,B,5,Other (Please specify),Ability to express thoughts rather than tick a box
503707,COMPLETED,44102.82292,44103.25986,Page 7,B,4,Other (Please specify),I was able to say what I wanted to say not just pick set answers in a multiple choice.
503155,COMPLETED,44102.82292,44103.25067,Page 10,A,5,Other (Please specify),Specific question to share additional information
510506,COMPLETED,44102.79167,44103.25073,Page 7,B,4,Other (Please specify),i wanted to give my opinion
510427,COMPLETED,44102.79167,44103.2553,Page 10,A,4,Other (Please specify),I'd have liked the opportunity to expand on some other specific questions. It'd be nice to have that opportunity for any question we choose.
510391,COMPLETED,44102.8125,44103.26013,Page 10,A,5,Other (Please specify),Simplicity with some space for personal imput. I feel heard.
521838,COMPLETED,44102.82292,44103.25126,Page 10,A,2,Other (Please specify),I just do not believe that anything will be done.
512835,COMPLETED,44102.79167,44103.25723,Page 10,A,3,Other (Please specify),"Some questions are too general to include precise answer, especially about the managers."
512781,COMPLETED,44102.8125,44103.25943,Page 7,B,2,Other (Please specify),"Il n'y a plus de distinction entre RBC, notre directeur direct et la direction en général."
511366,COMPLETED,44102.82292,44103.25438,Page 10,A,3,Other (Please specify),It is a survey?
520880,COMPLETED,44102.8125,44103.25691,Page 10,A,2,Other (Please specify),"The survey was shorter and quicker. But I did not particularly like how the open-ended questions were worded, and how in a way the randomized choice of these questions does not encourage responding on other topics that may be important to you."
520556,COMPLETED,44102.8125,44103.25661,Page 7,B,4,Other (Please specify),"Thought-provoking questions, rather than the tradition multiple-choice!"
523080,COMPLETED,44102.82292,44103.25968,Page 10,A,3,Other (Please specify),I would prefer less open text questions
523038,COMPLETED,44102.82292,44103.25801,Page 10,A,3,Other (Please specify),"Intent of this survey, are the question specific enough to really gage how we feel."
522661,COMPLETED,44102.79167,44103.25091,Page 7,B,3,Other (Please specify),I don't like the flow from the very beginning of the survey
522415,COMPLETED,44102.82292,44103.25683,Page 7,B,4,Other (Please specify),The ability to comment on more than the specified questions
520192,COMPLETED,44102.79167,44103.25747,Page 7,B,3,Other (Please specify),I prefer multiple choice as opposed to writting lengthy comments.  The questions around writing comments can be a bit vague.
519862,COMPLETED,44102.82292,44103.25999,Page 10,A,5,Other (Please specify),"All of the above, simple and straight forward."
519272,COMPLETED,44102.79167,44103.25771,Page 10,A,5,Other (Please specify),"It was precise, specific and short, and much needed"
507799,COMPLETED,44102.80208,44103.25148,Page 10,A,5,Other (Please specify),I like how this survey incorporated text boxes so we can freely write in depth responses.
521659,COMPLETED,44102.82292,44103.2484,Page 10,A,3,Other (Please specify),Do not like the open-ended questions.
516337,COMPLETED,44102.79167,44103.24829,Page 7,B,4,Other (Please specify),lenght of survey and questions not covered which would have been appropriate seeing the current circumstances. We have longer surveys annual about our manangement; now that we are in complete different environment a longer survey might have been more educationnal.
521451,COMPLETED,44102.8125,44103.24347,Page 7,B,5,Other (Please specify),The survey allows for persons to be more open with giving feedback
523070,COMPLETED,44102.82292,44103.24708,Page 10,A,4,Other (Please specify),COVID has many unknowns.
522763,COMPLETED,44102.80208,44103.24971,Page 7,B,2,Other (Please specify),The free form questions were too vague to be sensible. I was keen to participate but feel like I wasted mu time.
515955,COMPLETED,44102.8125,44103.2439,Page 7,B,4,Other (Please specify),I like the open ended questions to provoke thought
504441,COMPLETED,44102.79167,44103.24498,Page 7,B,2,Other (Please specify),not sure the questions really get at the heart of the matter and not sure how this will roll up to give opinons to management
504359,COMPLETED,44102.79167,44103.24493,Page 7,B,1,Other (Please specify),"I don't understand the purpose of this survey. I've only been asked to elaborate on questions I related positively, instead of ones where you had an opportunity to gather feedback on opportunities to improve."
519452,COMPLETED,44102.8125,44103.24554,Page 7,B,5,Other (Please specify),A good opportunity for self reflection
519165,COMPLETED,44102.8125,44103.24013,Page 7,B,4,Other (Please specify),I feel this survey didn't cover as much as previous version
509519,COMPLETED,44102.82292,44103.24779,Page 10,A,4,Other (Please specify),The opportunity to express an opinion with the assurance of confidentiality and that my comments would not be held against me.
508029,COMPLETED,44102.82292,44103.24322,Page 7,B,4,Other (Please specify),The clarity of questions asked & the ease with which I was able to complete it.0
511516,COMPLETED,44102.82292,44103.24259,Page 7,B,5,Other (Please specify),Free form opportunity
510246,COMPLETED,44102.8125,44103.24668,Page 7,B,1,Other (Please specify),je ne vois pas l'intérêt
503649,COMPLETED,44102.80208,44103.24179,Page 10,A,4,Other (Please specify),I like the fact that the survey does not have any identifying information at the beginning so you can tell which area of the bank the person completing the survey works.  This allows you to be more forthcoming with your answers to the survey.
505531,COMPLETED,44102.82292,44103.24619,Page 7,B,2,Other (Please specify),"I think the clarity of questions feeds into it, but I am also a ""big data"" type of person and have a hard time thinking that you will be getting much out of the free form survey. Lots of advanced analytic capabilities out there so I may be wrong. Have a hard time seeing how the results will cascade down to individual team levels (per the legacy survey) given the free reign we have."
505350,COMPLETED,44102.8125,44103.24642,Page 10,A,4,Other (Please specify),Previously you put a character limit on commented responses - which was irritating and infuriating. That limit has appeared to be lifted allowing me to say what I needed to say.
523165,COMPLETED,44102.82292,44103.23699,Page 7,B,5,Other (Please specify),It is not too long. The questions are all different and not the same questions using different wording like before. More comment section between questions is a better flow vs before it was at the end.
522942,COMPLETED,44102.82292,44103.235,Page 7,B,4,Other (Please specify),"Starting with a comment box and picking a topic to start a survey is odd.  Its actually a very intimidating way to start a survey.  Change the format so the radio button questions are first.  Those questions are simple, easy to understand and easy to rate. Actual length and ease is fine.  But too many comments boxes and I feel like Im repeating myself.  And will it be understood they way it was intended or will it lead to more questions from the reader.  Im not sure."
515791,COMPLETED,44102.82292,44103.23821,Page 10,A,5,Other (Please specify),Possibilité d'inscrire plus que le sondage nous suggère
521358,COMPLETED,44102.80208,44103.23874,Page 10,A,2,Other (Please specify),"though I understand the need for this kind of thing, it takes away useful work time to answer awkward questions"
520730,COMPLETED,44102.82292,44103.23427,Page 10,A,3,Other (Please specify),"Un sondage, c'est un sondage..."
518851,COMPLETED,44102.8125,44103.23441,Page 10,A,3,Other (Please specify),"Questions were clear, yet might result in some bias."
517804,COMPLETED,44102.8125,44103.23071,Page 7,B,3,Other (Please specify),Surveys seem never to lead to  real change.
517582,COMPLETED,44102.82292,44103.23866,Page 7,B,3,Other (Please specify),I am not sure if it will be favourable one for me or will be one that ends my career.
516916,COMPLETED,44102.82292,44103.23487,Page 7,B,5,Other (Please specify),Finally a forum to be honest.  Honesty is a rare comodity at RBC.
511708,COMPLETED,44102.80208,44103.23791,Page 10,A,3,Other (Please specify),"one wonder if we speak the truth m, what will happen to us?"
509032,COMPLETED,44102.82292,44103.2306,Page 10,A,4,Other (Please specify),to be connected with whats up and now with RBC>
503438,COMPLETED,44102.8125,44103.23278,Page 7,B,5,Other (Please specify),being able to express my thoughts in detail with sentences and not words.
503045,COMPLETED,44102.82292,44103.238,Page 10,A,5,Other (Please specify),Nice graphics plus it brings out the sentiments of what an EOS should be.
513337,COMPLETED,44102.82292,44103.21784,Page 7,B,5,Other (Please specify),"Abilit to select the topic I am passionate about, or feel compelled to elaborte on; less generic and more personal."
503275,COMPLETED,44102.82292,44103.21891,Page 7,B,2,Other (Please specify),I do not care for free form answers in surveys.
520107,COMPLETED,44102.79167,44103.22319,Page 7,B,2,Other (Please specify),I did not find the survey meaningful in that it only slightly touched on personal engagement.
518069,COMPLETED,44102.82292,44103.21815,Page 7,B,2,Other (Please specify),"When given a free-text space, the survey questions should be more specific, not less."
517209,COMPLETED,44102.82292,44103.22112,Page 10,A,4,Other (Please specify),I do not understand this question
511398,COMPLETED,44102.82292,44103.22178,Page 7,B,5,Other (Please specify),I really like the ability to answer quick questions as well as free form write.  I think the free form questions this year are better and will get better overall feedback.
510715,COMPLETED,44102.80208,44103.22795,Page 10,A,5,Other (Please specify),all of the above
515518,COMPLETED,44102.82292,44103.22108,Page 7,B,4,Other (Please specify),ability to share detailed feedback which is hopefully more helpful than trying to rely on a small dsta set to make some very large decisions.
515295,COMPLETED,44102.80208,44103.22169,Page 10,A,5,Other (Please specify),I like the opportunity to give answers with examples rather than just rate
514460,COMPLETED,44102.8125,44103.22566,Page 7,B,5,Other (Please specify),Possibilité de pouvoir s'exprimer
505551,COMPLETED,44102.82292,44103.22013,Page 10,A,4,Other (Please specify),The opportunity to select and expand on a topic was good to focus a written response
508279,COMPLETED,44102.8125,44103.22235,Page 7,B,4,Other (Please specify),"I wanted to choose more than one option. Clarity of questions, Easy to complete and Length."
506906,COMPLETED,44102.8125,44103.22146,Page 10,A,5,Other (Please specify),I feel that I am able to express myself more
508764,COMPLETED,44102.8125,44103.21537,Page 7,B,3,Other (Please specify),"My answers were based on my current role. I was not clear if this survey was for me to speak to my experience as a whole or just current. If that was clarified and past expereiences were included, it may have been just slightly less positive in a couple of categories."
507930,COMPLETED,44102.80208,44103.20874,Page 10,A,4,Other (Please specify),I normally don't answer free-form questions due to time but happened to take this at a time when I had a few minutes. I think it might be too long if I didn't carefully consider when I was completing it.
506244,COMPLETED,44102.79167,44103.20765,Page 7,B,1,Other (Please specify),"I don't like the number of free-form boxes to complete. I prefer the old survey where it was all ticking the box of agree, disagree etc."
506046,COMPLETED,44102.82292,44103.21003,Page 7,B,3,Other (Please specify),I would prefer multiple choice
504690,COMPLETED,44102.8125,44103.21052,Page 10,A,5,Other (Please specify),Toutes ces réponses!!!!!
503946,COMPLETED,44102.8125,44103.21148,Page 10,A,2,Other (Please specify),est ce que cela sert a quelque chose?
518478,COMPLETED,44102.79167,44103.21419,Page 10,A,2,Other (Please specify),this survey did not seem comprehensive or touch on many of the facets of employees day to day activities in which they should share their opinions/ideas/etc.
518411,COMPLETED,44102.80208,44103.20764,Page 7,B,4,Other (Please specify),"It is good, but prefer the multiple choice over typed responses"
518189,COMPLETED,44102.79167,44103.20924,Page 7,B,2,Other (Please specify),This survey wasn't as comprehensive as the previous EOS surveys.
517969,COMPLETED,44102.82292,44103.21362,Page 7,B,2,Other (Please specify),These surveys are just a way to vent and do not serve any purpose.. Staff will not speak out to managers for fear of reprisal or usual being ignored.
514228,COMPLETED,44102.80208,44103.21497,Page 10,A,3,Other (Please specify),the experience was easy but neither good or bad
510347,COMPLETED,44102.8125,44103.2145,Page 7,B,2,Other (Please specify),Je n'ai pas aimé avoir à chosir un seul sujet et de devoir écrire autant de commentaires.
509607,COMPLETED,44102.80208,44103.21432,Page 10,A,1,Other (Please specify),I really want the top management take some action.
521090,COMPLETED,44102.82292,44103.21682,Page 7,B,4,Other (Please specify),"The questions were clear, but i also had the opportunity to expand on my responses."
520528,COMPLETED,44102.8125,44103.19744,Page 10,A,2,Other (Please specify),"Didn't ask the right questions. Given everything employees are going through right now, there was no recognition of COVID and the impact its having on employees."
514748,COMPLETED,44102.8125,44103.20123,Page 10,A,4,Other (Please specify),Catharsis
513960,COMPLETED,44102.8125,44103.20259,Page 10,A,5,Other (Please specify),simplicité du sondage
519537,COMPLETED,44102.80208,44103.20334,Page 7,B,3,Other (Please specify),no comment
512785,COMPLETED,44102.82292,44103.19764,Page 7,B,3,Other (Please specify),I do not like providing feedback to anyone about working here. It is only seen as whining.
512298,COMPLETED,44102.80208,44103.19734,Page 10,A,3,Other (Please specify),Seems a little short and trivial
511773,COMPLETED,44102.8125,44103.19848,Page 7,B,3,Other (Please specify),"I don't believe they work, just as this will not work. Because of the retribution people believe will happen if they really voiced their opinions."
508121,COMPLETED,44102.82292,44103.20634,Page 7,B,4,Other (Please specify),Focus area for answers is much more helpful than rating several categories
507227,COMPLETED,44102.82292,44103.20439,Page 10,A,2,Other (Please specify),Surveys are always made in such a way to get a specific response
507087,COMPLETED,44102.8125,44103.20039,Page 10,A,3,Other (Please specify),I fear for the confidentiality.
506128,COMPLETED,44102.80208,44103.20608,Page 7,B,2,Other (Please specify),Multiple Choice is easier then Short Answer.
503022,COMPLETED,44102.8125,44103.20406,Page 7,B,5,Other (Please specify),It's nice I could elaborate on some topics - and not yes or no type of questions
521891,COMPLETED,44102.8125,44103.19178,Page 10,A,3,Other (Please specify),on nous pose toujours les memes questions
521206,COMPLETED,44102.8125,44103.19043,Page 7,B,4,Other (Please specify),Being able to express yourself
517562,COMPLETED,44102.80208,44103.19009,Page 10,A,3,Other (Please specify),"Although the survey was: easy, short, clear, I do not believe it captures an accurate representation of information based on the questions. Prior EOS surveys may have been longer and more tedious but definetly made me feel my voice was heard."
509511,COMPLETED,44102.8125,44103.19124,Page 7,B,3,Other (Please specify),Very narrow in focus.
507413,COMPLETED,44102.82292,44103.1931,Page 7,B,5,Other (Please specify),It allowed for more personal input. I think there is a lot of value in that.
505913,COMPLETED,44102.8125,44103.18701,Page 10,A,5,Other (Please specify),The ability to express some of deepest feelings
505179,COMPLETED,44102.82292,44103.18333,Page 7,B,5,Other (Please specify),The free text questions gave me pause for thought.
519100,COMPLETED,44102.79167,44103.18355,Page 10,A,3,Other (Please specify),The scroll arrows up and down were too small. Why scroll when most of the questions could have been formated to fit one page.
519088,COMPLETED,44102.80208,44103.16495,Page 10,A,2,Other (Please specify),Format for the last question was unexpected and made me spend significantly more time than advertised to complete the survey.
511637,COMPLETED,44102.8125,44103.17411,Page 7,B,4,Other (Please specify),What is the true purpose of the survey?  What is the end result?
511101,COMPLETED,44102.8125,44103.1723,Page 10,A,3,Other (Please specify),"Could include some better questions that probe a bit deeper. You have left it to employees to type answers that do that, however a lot may not feel comfortable doing that."
510077,COMPLETED,44102.8125,44103.16981,Page 7,B,3,Other (Please specify),aucune valeur ajoutée car on ne nous écoute pas de toute façon.
505073,COMPLETED,44102.8125,44103.17458,Page 7,B,3,Other (Please specify),"Not overly keen on including comments, as it can be subjective. Plus it takes more time to complete. While the suvey was short, it was not my favourite."
519882,COMPLETED,44102.80208,44103.17353,Page 7,B,4,Other (Please specify),I feel I could better express my point in a face to face enviroment
510615,COMPLETED,44102.8125,44103.15541,Page 10,A,1,Other (Please specify),coudnt complete the survey due to having issues completing the survey as there was ICAP issues
509011,COMPLETED,44102.82292,44103.1613,Page 7,B,3,Other (Please specify),n/a
521608,COMPLETED,44102.8125,44103.16198,Page 10,A,4,Other (Please specify),Flexibility to focus on what matters most to me.
